id,subject,chapter,topic,stem,options,correct_index,explanation,difficulty,language,source,status,created_by,created_at,difficulty_ai,bloom_level,ai_flags,reviewed_by,reviewed_at,updated_at,tags
1036,Biology,Cell Biology,Division / Cell Cycle,"Which one of the following never occurs during
multicellular
mitotic cell division?
sporophyte","[""(a)-(iii), (b)-(iv), (c)-(i), (d)-(ii)"", ""(a)-(ii), (b)-(iv), (c)-(i), (d)-(iii)\npoles"", ""(a)- (iv),(b)-(i), (c)-(ii), (d)- (iii)"", ""Movement of centrioles towards opposite""]",0,"{""text"": ""Answer (1) (4) (a)-(ii), (b)-(iii), (c)-(iv), (d)-(i)\nPairing of homologous chromosome (Synapsis) Sol. Answer (4)\noccurs during meiosis\n• Spirogyra is a green alage, haplontic life""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.246992,,Apply,,,,2025-09-21T16:59:52.246992,"[""neet-2022"", ""biology""]"
1037,Biology,General Biology,Mixed,"The gaseous plant growth regulator is used in cycle.
plants to:
• Fern is a pteridophyte - Life cycle shows","[""help overcome apical dominance dominant diploid sporophyte, alternating with"", ""kill dicotyledonous weeds in the fields reduced free living gametophytic stage. So its\nHaplo-diplontic life cycle"", ""speed up the malting process\n• Funaria - belongs to Bryophyta. Its a moss"", ""promote root growth and root hair formation\nplant. Exhibits haplo diplontic lifecycle.\nto increase the absorption surface\nThe free living haploid gametophyte bears the""]",3,"{""text"": ""Answer (4)\nsporophytic plant body.\n• Cycas - Gymnosperms.\n(16)\nTest-4 (Code-A)\nGymnosperms exhibit dominant diploid the middle forming two\nsaprophytic plant body, with highly reduced equal arms\nmale/female gametophyte. chromosomes""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.247049,,Apply,,,,2025-09-21T16:59:52.247049,"[""neet-2022"", ""biology""]"
1038,Biology,Cell Biology,Division / Cell Cycle,"Which part of the fruit, labelled in the given (d) Telocentric
Centromere slightly
figure makes it a false fruit? chromosome
away from the middle
forming one shorter
arm and one longer
arm
Choose the correct answer from the options
given below:","[""C → Thalamus"", ""D → Seed"", ""A → Mesocarp"", ""B → Endocarp""]",2,"{""text"": ""Answer (3)\nSol. Answer (1)\n(a) Meta centric - Centromere is at the\nC → Thalamus\nchromosome middle. Forms two\nA fruit developed from fertilized ovary is true equal arms of the\nfruit. chromosome\nThalamus becomes fleshy and grows around\n(b) Acrocentric - Position of centromer\nthe true fruit. This fleshy, juicy thalamus is\nchromosome is close to the end -\nedible part in apple. Hence it is a False fruit.\nforms one very short""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.247124,,Apply,,,,2025-09-21T16:59:52.247124,"[""neet-2022"", ""biology""]"
1039,Biology,General Biology,Mixed,"Which one of the following will accelerate arm and one very
phosphorus cycle ? long arm.","[""Weathering of rocks\nc. Sub meta - Position of centromer"", ""Rainfall and storms centric is slightly away from"", ""Burning of fossil fuels chromosome the middle, as a result\n- one arm is shorter"", ""Volcanic activity\nand one arm is onger.""]",0,"{""text"": ""Answer (1)\nd. Telocentric - Centromere is located\nPhosphorus cycle - ‘P’ is sedimentary cycle.\nchromosome terminal end.\nThe natural source of phosphates is phosphate\nrich rocks. So, phosphorus is obtained from\nweathering of phosphate rich rocks. Reservoir 140. The anatomy of springwood shows some\nof ‘P’ is earths crust. peculiar features. Identify the correct set of""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.247182,,Apply,,,,2025-09-21T16:59:52.247182,"[""neet-2022"", ""biology""]"
1040,Biology,Plant Physiology,Photosynthesis / Transport,"Match List - I with List - II. statements about0020springwood.
(a) It is also called as the earlywood
List-I List-II
(b) In spring season cambium produces xylem
(a) Metacentric
(i) Centromere elements with narrow vessels
chromosome
situated close to the
(c) It is lighter in colour
end forming one
extremely short and (d) The springwood along with autumnwood
one very longar shows alternate concentric rings forming
annual rings
(b) Acrocentric
(ii) Centromere at
chromosome (e) It has lower density
the terminal end
Choose the correct answer from the options
(c) Sub- metacentric
(iii) Centromere in given below:
(17)","[""(a), (b) and (d) Only (a) Lecithin found in the plasma membrane is a\nglycolipid"", ""(c), (d) and (e) Only\n(b) Saturated fatty acids possess one or more"", ""(a), (b), (d) and (e) Only\nc = c bonds"", ""(a), (c), (d) and (e) Only\n(c) Gingelly oil has lower melting point, hence""]",3,"{""text"": ""Answer (4)\nremains as oil in winter\nBased on the activity of cambium, in temperate\n(d) Lipids are generally insoluble in water but\nregions - two types of woods ae conspicuously\nsoluble in some organic solvents\nseen.\n(e) When fatty acid is esterified with glycerol,\nCambium is more active during spring season,\nmonoglycerides are formed\nproduce large no. of xylary elements with wide\nChoose the correct answer from the options\ncavities and low density\ngiven below:\nDuring winters, cambium is less active,\n(1) (c), (d) and (e) only\nproduce narrow xylary elements which are\nmore dense - Autumn wood. Autumn wood (2) (a), (b) and (d) only\nalso called as latewood\n(3) (a), (b) and (c) only\nOne ring of spring wood, one ring of autumn\n(4) (a), (d) and (e) only\nwood as alternate concentric rings - form one\nSol. Answer (1)\nAnnual ring\nLecithin is a phospholipid, saturated fatty acids""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.247279,,Apply,,,,2025-09-21T16:59:52.247279,"[""neet-2022"", ""biology""]"
1041,Biology,General Biology,Mixed,"Given below are two statements: one is
lack double bonds.
labelled as Assertion (A) and the other is
labelled as Reason 143. What is the role of large bundle shealth cells
found around the vascular bundles in C
Assertion (A): Mendel's law of Independent 4
plants?
assortment does not hold good for the genes
that are located closely on the same","[""(A) is correct but (R) is not correct\nthe operation of Calvin cycle"", ""(A) is not correct but (R) is correct"", ""To provide the site for photorespiratory\ncorrect answer from the options given below: pathway"", ""To increase the number of chloroplast for""]",3,"{""text"": ""Answer (4)\n(3) Both (A) and (R) are correct and (R) is the\nC4 plant has Kranz anatomy - large number of\ncorrect explanation of (A)\nBundle sheath cells around vascular bundles\n(4) Both (A) and (R) are correct but (R) is not\nhelp for two things.\nthe correct explanation of (A)\n(a) makes these cells impervious to gases\nSol. Answer (1)\n(b) increase the number of chloroplasts for\nMendel’s law of independent assortment based\noperation of Calvin cycle\non dihybrid cross stated that when the""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.247372,,Apply,,,,2025-09-21T16:59:52.247372,"[""neet-2022"", ""biology""]"
1042,Biology,Genetics,Molecular / Inheritance,"In the following palindromic base sequences of
inheritance pattern of two pair of genes were
DNA, which one can be cut easily by particular
combinedly observed the segregation of one
restriction enzyme?
pair of alleles is independent of another pair of
alleles. This law is true only when","[""5' C T C A G T 3' ; 3' G A G T C A 5'\n• genes are present on separate chromosomes"", ""5'T A TT C 3' ; 3' CAT A A G 5'\n• genes present on same chromosome but"", ""5'G A T A C T 3' ; 3' C T A T G A 5'\ndistantly placed from each other."", ""5' G A A T T C 3' ; 3' Y C T T A A G 5'""]",0,"{""text"": """"}",3,English,NEET 2022,active,,2025-09-21T16:59:52.247413,,Apply,,,,2025-09-21T16:59:52.247413,"[""neet-2022"", ""biology""]"
1043,Biology,General Biology,Mixed,"The entire fleet of buses in Delhi were Sol. Answer (3)
converted to CNG from diesel. In reference to
The interspecific interactions are of numerous
this, which one of the following statements is
types. The interaction in which one species is
false?
negatively affected and the other species is","[""It is cheaper than diesel positively affected is predation"", ""It can not be adulterated like diesel Predation - species - A (+) - species B (-)"", ""CNG burns more efficiently than diesel Commensalism - (+/o)"", ""The same diesel engine is used in CNG Competition - (-/-)\nbuses making the cost of conversion low\nAmensalism - (-/o)""]",3,"{""text"": ""Answer (4)""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.247504,,Apply,,,,2025-09-21T16:59:52.247504,"[""neet-2022"", ""biology""]"
1044,Biology,General Biology,Mixed,"Addition of more solutes in a given solution will:
called as","[""Expressed sequence tags"", ""Bioinformatics"", ""Sequence annotation"", ""Gene mapping""]",3,"{""text"": ""Answer (4)\nSol. Answer (3)\nWater potential is a measure of free energy in\nwater (closed system) In Human genome project, two\nmethodologies/approaches were used to\nWhen more solute is added to a given solution\nthe free energy of water decreased further, so it The method by which the whole genome was\nwould further lower its water potential (less sequenced and later coding and non coding\nnegative to more negative) regions were identified and functions were\nannotated. This method is known as sequence""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.247579,,Apply,,,,2025-09-21T16:59:52.247579,"[""neet-2022"", ""biology""]"
1045,Biology,General Biology,Mixed,Which of the following occurs due to the,"[""Haemophilia"", ""Thalessemia"", ""Sickle cell anaemia"", ""Gene silencing""]",3,"{""text"": ""Answer (4)\n(4) Myotonic dystrophy\nTransposons are “jumping genes” or mobile\nSol. Answer (4)\ngenetic elements that replicate via RNA\nintermediate and can induce RNA interference Myotonic dystrophy is an autosomal dominant\nby introducing complementary RNA in gene disorder.\neukaryotic cell. RNAi technology is developed\nAffected people have muscle degeneracy.\nbased on gene silencing mechanism.""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.247644,,Apply,,,,2025-09-21T16:59:52.247644,"[""neet-2022"", ""biology""]"
1046,Biology,General Biology,Mixed,"While explaining interspecific interaction of
acquire specific character value other than the
population, ( +) sign is assigned for beneficial
mean character value, leads to:
interaction, (-) sign is assigned for detrimental","[""Disruptive change\ninteraction and (0) for neutral interaction. Which\nof the following interactions can be assigned"", ""Random change\n(19)"", ""RER has ribosomes attached to ER"", ""SER is devoid of ribosomes""]",3,"{""text"": ""Answer (4) Sol. Answer (1)\nDirectional selection occurs if selection does In prokaryotes, membrane bound organelles\nnot favour the mean character value, rather it like endoplasmic reticulum is absent.\nfavors the extreme value and only in one\nRest all statement are correct.\ndirection.""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.247713,,Apply,,,,2025-09-21T16:59:52.247713,"[""neet-2022"", ""biology""]"
1047,Biology,Cell Biology,Division / Cell Cycle,"Given below are two statements:
(2) Prothorax and Mesothorax
Statement I: Mycoplasma can pass through
(3) Prothorax
less than 1 micron filter size.
(4) Mesothorax
Statement II : Mycoplasma are bacteria with
cell wall. Sol. Answer (4)
In the light of the above statements, choose the Tegmina in cockroach arises from mesothroax.
most appropriate answer from the options They are not used for flight but cover and
given below: protect the metathoracic wings.","[""3.3 × 106 bp"", ""6.6 × 106 bp\ncorrect"", ""3.3 × 109 bp"", ""6.6 × 109 bp\nincorrect""]",2,"{""text"": ""Answer (3)\nSol. Answer (1)\nIn 2.2 meters of length of DNA, 6.6 × 109 bp are\nMycoplasma can pass through less than 1\npresent, so in half length i.e. 1.1 meters\nmicron filter size.\n3 × 109 bp should be present.\nMycoplasma are bacteria without a cell wall, so""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.247807,,Apply,,,,2025-09-21T16:59:52.247807,"[""neet-2022"", ""biology""]"
1048,Biology,General Biology,Mixed,A dehydration reaction links two glucose,"[""C 12 H 22 O 11"", ""C 12 H 24 O 11 Sol. Answer"", ""C 12 H 20 O 10 Penicillium belongs to Ascomycetes."", ""C 12 H 24 O 12 In ascomycetes asexual reproductive structure""]",0,"{""text"": ""Answer (1) is conidia.\n(C H O + C H O ) - H O = C H O 158. Given below are two statements: one is\n6 12 6 6 12 6 2 12 22 11.\nlabelled as Assertion (A) and the other is\nOne water molecule is removed during\nlabelled as Reason (R).\nglyosidic bond formation.\nAssertion (A):""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.247870,,Apply,,,,2025-09-21T16:59:52.247870,"[""neet-2022"", ""biology""]"
1049,Biology,General Biology,Mixed,"Which of the following statement with respect
to Endoplasmic Reticulum is incorrect? All vertebrates are chordates but all chordates
are not vertebrates.","[""In prokaryotes only RER are present\nReason (R):"", ""SER are the sites for lipid synthesis\n(20)\nTest-4 (Code-A)\nNotochord is replaced by vertebral column in"", ""Corvus, Columba, Chameleon\nthe adult vertebrates"", ""Bufo, Balaenoptera, Bangarus\nIn the light of the above statements, choose the""]",1,"{""text"": ""Answer (2)\nmost appropriate answer from the options\nThe digestive tract of Aves has additional\ngiven below:\nchambers in their digestive system as crop (for\n(1) (A) is correct but (R) is not correct\nstorage of food) and Gizzard (mastication of\n(2) (A) is not correct but (R) is correct food).\n(3) Both (A) and (R) are correct and (R) is the Pavo-Peacock, Psittacula-Parrot, Corvus-crow\ncorrect explanation of (A)\n(4) Both (A) and (R) are correct but (R) is not 162. Which of the following functions is not\ncorrect explanation of (A) performed by secretions from salivary glands?\nSol. Answer (3) (1) Lubrication of oral cavity\nChordates include Urochordates, (2) Digestion of disaccharides\nCephalochordates (protochordates) and\n(3) Control bacterial population in mouth\nvertebrates. In vertebrates notochord is\n(4) Digestion of complex carbohydrates\nreplaced by vertebral column, however\nvertebral column is not present in Sol. Answer (2)\nprotochordates. Therefore, All vertebrates are\nDisaccharides are digested by disaccharidases\nchordates but all chordates are not vertebrates.\nin intestinal juice.""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.247955,,Apply,,,,2025-09-21T16:59:52.247955,"[""neet-2022"", ""biology""]"
1050,Biology,General Biology,Mixed,"Nitrogenous waste is excreted in the form of
and minerals or higher proteins and healthier
pellet or paste by :
fats is called:","[""Bio-fortification"", ""Bio-accumulation"", ""Bio-magnification"", ""Bio-remediation""]",1,"{""text"": ""Answer (2)\nSol. Answer (1)\nReptiles (e.g. lizards), birds, land snails and\nBiofortification is breeding crops with higher\ninsects excrete nitrogenous wastes, as uric\nlevel of vitamins and minerals, proteins and\nacid in the form of pellet or paste and are\nhealthier fats.\ncalled as uricotelic animals.""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248025,,Apply,,,,2025-09-21T16:59:52.248025,"[""neet-2022"", ""biology""]"
1051,Biology,Genetics,Molecular / Inheritance,"In an E. Coli strain i gene gets mutated and its
human being every 100 ml of oxygenated blood
product can not bind the inducer molecule. If
can deliver ______ ml of O to the tissues.
2 growth medium is provided with lactose, what","[""z, y, a genes will not be translated"", ""RNA polymerase will bind the promoter\nregion"", ""Only z gene will get transcribed"", ""5 ml""]",3,"{""text"": ""Answer (4)\n(4) z, y, a genes will be transcribed\nEvery 100 ml of oxygenated blood delivers\nabout 5 ml of oxygen to the tissues under Sol. Answer (1)\nnormal physiological conditions.\nProduct of i gene is repressor and if it cannot""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248081,,Apply,,,,2025-09-21T16:59:52.248081,"[""neet-2022"", ""biology""]"
1052,Biology,General Biology,Mixed,"Which of the following is present between the (4) Spindle fibres attach to centromere of
adjacent bones of the vertebral column? chromosomes","[""Areolar tissue Sol. Answer"", ""Smooth muscle Explanation : During metaphase, spindle fibres\nattach to kinetochore and chromatin fibres"", ""Intercalated discs\nstarts condensing at prophase and"", ""Cartilage\nchromosomes decondense at telophase.""]",3,"{""text"": ""Answer (4)""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248144,,Apply,,,,2025-09-21T16:59:52.248144,"[""neet-2022"", ""biology""]"
1053,Biology,General Biology,Mixed,"Given below are two statements :
Spermiogenesis is the process of formation of
Statement I :
sperms from spermatogonia.
Fatty acids and glycerols cannot be absorbed
In the light of the above statements, choose the
into the blood.
most appropriate answer from the options
Statement II :
given below :
Specialized lymphatic capillaries called lacteals","[""Statement I is correct but Statement II is"", ""Statement I is incorrect but Statement II is"", ""Both Statement I and Statement II are\ngiven below:\ncorrect"", ""Both Statement I and Statement II are\nincorrect\nincorrect)""]",0,"{""text"": ""Answer (1)\ncorrect\nThe process conversion of spermatids into\n(3) Both Statement I and Statement II are\nspermatozoa is called spermiogenesis.\ncorrect""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248222,,Apply,,,,2025-09-21T16:59:52.248222,"[""neet-2022"", ""biology""]"
1054,Biology,Cell Biology,Division / Cell Cycle,"Select the incorrect statement with reference to correct
mitosis:
(3) Both Statement I and Statement II are","[""Chromosomes decondense at telophase correct"", ""(22)\nTest-4 (Code-A)\nThe coagulum is formed of a network of threads Situ conservations are National parks, wildlife\nof fibrins. sanctuary and sacred groves etc."", ""All the chromosomes lie at the equator at\nmetaphase Sol. Answer"", ""Both Statement I and Statement II are\nincorrect""]",0,"{""text"": """"}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248304,,Apply,,,,2025-09-21T16:59:52.248304,"[""neet-2022"", ""biology""]"
1055,Biology,General Biology,Mixed,"Identify the microorganism which is responsible 173. Lippe's loop is a type of contraceptive
for the production of an immunosuppressive","[""Aspergillus niger"", ""Streptococcus cerevisiae"", ""Trichoderma polysporum"", ""Vault barrier""]",0,"{""text"": ""Answer (1)\n(4) Clostridium butylicum\nLippe’s Loop is an inert or non-medicated IUD.\nSol. Answer (3)""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248355,,Apply,,,,2025-09-21T16:59:52.248355,"[""neet-2022"", ""biology""]"
1056,Biology,General Biology,Mixed,"Which of the following is not the function 0f
(2) (b), (c) and (e) only
conducting part of respiratory system ?
(3) (c) and (e) only","[""Temperature of inhaled air is brought to"", ""(b), (c) and (e) only\nconducting part of respiratory system ?"", ""(c) and (e) only"", ""(b) and (c) only body temperature""]",1,"{""text"": ""Answer (2) (2) Provides surface for diffusion of O and\n2\nCO\nStatements (a) and (d) hold true for both 2\nspermatogenesis and oogenesis. (3) It clears inhaled air from foreign particles""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248466,,Apply,,,,2025-09-21T16:59:52.248466,"[""neet-2022"", ""biology""]"
1057,Biology,General Biology,Mixed,In-situ conservation refers to: (4) Inhaled air is humidified,"[""Conserve only endangered species Sol. Answer"", ""Conserve only extinct species The gaseous exchange is done by the\nrespiratory part of the respiratory system."", ""Protect and conserve the whole ecosystem"", ""Inhaled air is humidified""]",0,"{""text"": """"}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248499,,Apply,,,,2025-09-21T16:59:52.248499,"[""neet-2022"", ""biology""]"
1058,Biology,General Biology,Mixed,Detritivores breakdown detritus into smaller,"[""Humification"", ""Decomposition\ncorrect"", ""Both Statement I and Statement II are"", ""Fragmentation correct""]",3,"{""text"": ""Answer (4) (4) Both Statement I and Statement II are\nincorrect\nThe process of the breakdown of detritus into\nsmaller parts by detritus like earthworms called Sol. Answer (3)\nfragmentation.\nBoth the statements are correct""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248591,,Apply,,,,2025-09-21T16:59:52.248591,"[""neet-2022"", ""biology""]"
1059,Biology,Genetics,Molecular / Inheritance,"In gene therapy of Adenosine Deaminase
tissue?
(ADA) deficiency, the patient requires periodic","[""Lymphocytes from patient’s blood are"", ""Genetically engineered lymphocytes are"", ""Blood\ngrown in culture, outside the body."", ""Adipose tissue""]",1,"{""text"": ""Answer (2) not immortal cells.\nNeuroglial cells are components of nervous (3) Retroviral vector is introduced into these\ntissue. lymphocytes""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248641,,Apply,,,,2025-09-21T16:59:52.248641,"[""neet-2022"", ""biology""]"
1060,Biology,Genetics,Molecular / Inheritance,"In the taxonomic categories which hierarchical (4) Gene isolated from marrow cells producing
arrangement in ascending order is correct in ADA is introduced into cells at embryonic
the case of animals ? states","[""Kingdom, Order, Class, Phylum, Family, Sol. Answer"", ""Kingdom, Phylum, Class, Order, Family, limited life span. Thus, periodic infusion is\nGenus, Species required."", ""Kingdom, Phylum, Class, Order, Family, 182. Given below are two statements: one is\nGenus, Species labelled as Assertion (A) and the other is"", ""Kingdom, Class, Phylum, Family, Order, labelled as Reason (R).\nGenus, Species Assertion (A):""]",2,"{""text"": ""Answer (3) Osteoporosis is characterised by decreased\nThe correct hierarchical arrangements in bone mass and increased chances o( fractures.\nascending order in animals is species, genus, Reason(R):\nfamily, order, class, phylum and kingdom.\nCommon cause of osteoporosis is increased""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248692,,Apply,,,,2025-09-21T16:59:52.248692,"[""neet-2022"", ""biology""]"
1061,Biology,General Biology,Mixed,"At which stage of life the oogenesis process is
(2) a, c, b, d
initiated?
(3) a, d, b, c","[""Birth"", ""Adult"", ""a, d, b, c"", ""d, b, a, c""]",1,"{""text"": ""Answer (2)\n(3) Puberty\nRecombination frequency between genes\n(4) Embryonic development stage\nac - 5 %\nSol. Answer (4)\nbc - 15 %\nOogenesis starts at embryonic development\nstage in females. bd - 9 %""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248786,,Apply,,,,2025-09-21T16:59:52.248786,"[""neet-2022"", ""biology""]"
1062,Biology,General Biology,Mixed,"If '8' Drosophila in a laboratory population of ab - 20 %
'80' died during a week, the death rate in the
cd - 24 %
population is _____ individuals per Drosophila
ad - 29 %
per week.","[""1.0"", ""zero"", ""0.1"", ""10""]",2,"{""text"": ""Answer (3)""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248830,,Apply,,,,2025-09-21T16:59:52.248830,"[""neet-2022"", ""biology""]"
1063,Biology,General Biology,Mixed,"Given below are two statements:
(a) Glycogen (i) Hormone
Statement I:
(b) Globulin (ii) Biocatalyst
Autoimmune disorder is a condition where body
(c) Steroids (iii) Antibody
defense mechanism recognizes its own cells as
foreign bodies. (d) Thrombin (iv) Storage product
Statement II : Choose the correct answer from the options
given below:
Rheumatoid arthritis is a condition where body
does not attack self cells.","[""Statement I is correct but Statement II is"", ""(a) - (iv), (b) - (iii), (c) - (i), (d) - (ii)\nmost appropriate answer from the options"", ""(a) - (iii), (b) - (ii), (c) - (iv), (d) - (i)\ngiven below:"", ""(a) - (iv), (b) - (ii), (c) - (i), (d) - (iii)""]",1,"{""text"": ""Answer (2)\nincorrect\nGlycogen - Storage form of glucose in animals\n(2) Statement I is incorrect but statement II is\ncorrect Globulin - Fighting infection\n(25)\nSteroids - Hormone Devices Menstrual cycle and\nThrombin - Biocatalyst ovulation following""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248913,,Apply,,,,2025-09-21T16:59:52.248913,"[""neet-2022"", ""biology""]"
1064,Biology,General Biology,Mixed,"Which of the following are not the effects of parturition
Parathyroid hormone ?
(d) Lactational (iv) They cover the
(a) Stimulates the process of bone resorption
Amenorrhea cervix blocking the
(b) Decreases Ca2+ level in blood
entry of sperms
(c) Reabsorption of Ca2+ by renal tubules
Choose the correct answer from the options
(d) Decreases the absorption of Ca2+ from given below :
digested food","[""(a) and (e) only"", ""(a) - (iii), (b) - (ii), (c) - (i), (d) - (iv)\nChoose the most appropriate answer from the"", ""(a) - (iv), (b) - (i), (c) - (iii), (d) - (ii)\noptions given below:"", ""(a) - (iv), (b) - (i), (c) - (ii), (d) - (iii)""]",3,"{""text"": ""Answer (4)\n(2) (b) and (c) only\nDiaphragms - They cover the cervix and block\n(3) (a) and (c) only\nthe entry of sperms\n(4) (b), (d) and (e) only\nContraceptive pills - Inhibit ovulation and\nSol. Answer (4) Implantation\nIncreases Ca2+ level in blood IUDs - Increase phagocytosis of sperm within\nUterus\nIncrease the absorption of Ca2+ from digested\nfood Lactational Amenorrhea - Absence of\nMenstrual cycle and ovulation following\nNo direct relation with metabolism of\nparturition\ncarbohydrates""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.248998,,Apply,,,,2025-09-21T16:59:52.248998,"[""neet-2022"", ""biology""]"
1065,Biology,General Biology,Mixed,"Which of the following is not a desirable feature
mother was also colour blind, what are the
of a cloning vector?
chances of her progeny having colour","[""75%"", ""100%"", ""25%"", ""Presence of a marker gene""]",1,"{""text"": ""Answer (2)\nSol. Answer (2)\nColor blindness is X-linked recessive disorder.\nPresence of more than one recognition site\nFemale genotype Male genotype\nwithin vector will create multiple fragments\nxx-Normal xy-Normal\nwhich will complicate gene cloning.\nxcx-Normal, carrier""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.249063,,Apply,,,,2025-09-21T16:59:52.249063,"[""neet-2022"", ""biology""]"
1066,Biology,General Biology,Mixed,Which of the following statements is not true? 195. Match List-I with List-II.,"[""Homology indicates common ancestry List- I List-II"", ""Flippers of penguins and dolphins are a (a) Bronchioles (i) Dense Regular\npair of homologous organs Connective Tissue"", ""Analogous structures are a result of (b) Goblet cell (ii) Loose Connective\nconvergent evolution Tissue"", ""Sweet potato and potato is an example of (c) Tendons (iii) Glandular Tissue\nanalogy\n(d) Adipose Tissue (iv) Ciliated Epithelium""]",1,"{""text"": ""Answer (2)\nChoose the correct answer from the options\nFlippers of Penguins and Dolphins are a pair of given below:\nanalogous organs\n(1) (a)-(ii), (b)-(i), (c)- (iv), (d)- (iii)""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.249132,,Apply,,,,2025-09-21T16:59:52.249132,"[""neet-2022"", ""biology""]"
1067,Biology,General Biology,Mixed,"Which of the following is a correct statement?
(2) (a)-(iii), (b)- (iv), (c)- (ii), (d)-(i)","[""Slime moulds are saprophytic organisms"", ""Mycoplasma have DNA, Ribosome and cell\nwall Sol. Answer"", ""Cyanobacteria are a group of autotrophic (a) Bronchioles - Ciliated Epithelium\norganisms classified under Kingdom\n(b) Goblet cell - Glandular Tissue\nMonera\n(c) Tendons - Dense Regular Connective"", ""Bacteria are exclusively heterotrophic\nTissue\norganisms.\n(d) Adipose Tissue - Loose Connective Tissue""]",2,"{""text"": ""Answer (3)""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.249179,,Apply,,,,2025-09-21T16:59:52.249179,"[""neet-2022"", ""biology""]"
1068,Biology,General Biology,Mixed,"Select the incorrect statement with respect to extracted from Cattles and Pigs.
acquired immunity.
(d) Pro-hormone Insulin needs to be","[""(c) and (d) only"", ""(c), (d) and (e) only\nsubsequent encounters with the same"", ""(a), (b) and (d) only\npathogen"", ""(b) only""]",1,"{""text"": ""Answer (2)\nSol. Answer (4)\nAcquired immunity is a specific type of\nimmunity and acquired during life time.\n(27)\n(a), (c), (d) and (e) are not related with 199. Select the incorrect statement regarding\ngenetically engineered Insulin synapses:""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.249261,,Apply,,,,2025-09-21T16:59:52.249261,"[""neet-2022"", ""biology""]"
1069,Biology,General Biology,Mixed,Given below are two statements:,"[""Chemical synapses use neurotransmitters\nStatement I:"", ""Impulse transmission across a chemical\nsynapse is always faster than the across\nIn a scrubber the exhaust from the thermal\nan electrical synapse.\nplant is passed through the electric wires to\ncharge the dust particles."", ""The membranes of presynaptic and\npostsynaptic neurons are in close\nStatement II:\nproximity in an electrical synapse.\nParticulate matter (PM 2.5) can not be removed"", ""Electrical current can flow directly from\nby scrubber but can be removed by an\none neuron into the other across the\nelectrostatic precipitator.\nelectrical synapse.\nIn the light of the above statements, choose the""]",1,"{""text"": ""Answer (2)\nmost appropriate answer from the options given\nbelow: Impulse transmission across a chemical\nsynapse is always slower than across an\n(1) Statement I is correct but Statement II is\nelectrical synapse.\nincorrect""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.249307,,Apply,,,,2025-09-21T16:59:52.249307,"[""neet-2022"", ""biology""]"
1070,Biology,General Biology,Mixed,"Which one of the following statements is
(2) Statement I is incorrect but Statement II is
correct?
correct","[""Blood moves freely from atrium to the"", ""Increased ventricular pressure causes"", ""The atrio-ventricular node (AVN)"", ""Both Statement I and Statement II are\nclosing of the semilunar valves.\nincorrect""]",1,"{""text"": ""Answer (2)\ngenerates an action potential to stimulate\nStatement-I is incorrect.\natrial contraction\nStatement-II is correct\n(4) The tricuspid and the bicuspid valves open\nScrubber is meant to remove gases, like SO2. due to the pressure exerted by the\nsimultaneous contraction of the atria\nElectrostatic precipitator is meant to remove\nparticulate matter. About 99% of particulate Sol. Answer (1)\nmatter can be removed from exhaust of thermal\nNearly 70% of ventricles get filled with blood\npowerplants.\nduring joint diastole (blood moves freely from""}",3,English,NEET 2022,active,,2025-09-21T16:59:52.249370,,Apply,,,,2025-09-21T16:59:52.249370,"[""neet-2022"", ""biology""]"
